,NAME,Address1,Address2,PHONE,street address,city,zipcode
3622,Hope Lutheran Church,"6455 Joliet RdLa Grange Highlands, IL 60525","6455+Joliet+RdLa+Grange+Highlands,+IL+60525",(708) 354-6176,6455 Joliet Rd,La Grange Highlands,60525
3623,First Congregational Church,"100 6th AveLa Grange, IL 60525","100+6th+AveLa+Grange,+IL+60525",(708) 352-0800,100 6th Ave,La Grange,60525
3624,First Presbyterian Church,"150 S Ashland AveLa Grange, IL 60525","150+S+Ashland+AveLa+Grange,+IL+60525",(708) 354-0771,150 S Ashland Ave,La Grange,60525
3625,New Life Christian Fellowship,"1645 Wilson AveChicago Heights, IL 60411","1645+Wilson+AveChicago+Heights,+IL+60411",(708) 755-7900,1645 Wilson Ave,Chicago Heights,60411
3626,Hickory Creek Community Church,"10660 W Lincoln HwyFrankfort, IL 60423","10660+W+Lincoln+HwyFrankfort,+IL+60423",(815) 469-9496,10660 W Lincoln Hwy,Frankfort,60423
3627,Anointed Life Christian Minstries,"1200 E 162nd StSouth Holland, IL 60473","1200+E+162nd+StSouth+Holland,+IL+60473",(708) 308-3986,1200 E 162nd St,South Holland,60473
3628,New Faith Baptist Church International,"19 Central AveMatteson, IL 60443","19+Central+AveMatteson,+IL+60443",(708) 996-4425,19 Central Ave,Matteson,60443
3629,United Church Of Christ-Il,"15w100 Plainfield RdBurr Ridge, IL 60527","15w100+Plainfield+RdBurr+Ridge,+IL+60527",(630) 654-4544,15w100 Plainfield Rd,Burr Ridge,60527
3630,First United Methodist Church,"4300 Howard AveWestern Springs, IL 60558","4300+Howard+AveWestern+Springs,+IL+60558",(708) 246-1785,4300 Howard Ave,Western Springs,60558
3631,Peace Community Church,"21300 S La Grange RdFrankfort, IL 60423","21300+S+La+Grange+RdFrankfort,+IL+60423",(815) 469-2868,21300 S La Grange Rd,Frankfort,60423
3632,Frankfort United Methodist Church,"215 Linden DrFrankfort, IL 60423","215+Linden+DrFrankfort,+IL+60423",(815) 469-5249,215 Linden Dr,Frankfort,60423
3633,St Peter's United Church,"12 W Sauk TrlFrankfort, IL 60423","12+W+Sauk+TrlFrankfort,+IL+60423",(815) 469-2220,12 W Sauk Trl,Frankfort,60423
3634,Palos Hills Christian Assembly,"10600 S 88th AvePalos Hills, IL 60465","10600+S+88th+AvePalos+Hills,+IL+60465",(708) 233-1268,10600 S 88th Ave,Palos Hills,60465
3635,Kingdom Hall Of Jehovah's Witnesses,"7125 S Ferdinand AveBridgeview, IL 60455","7125+S+Ferdinand+AveBridgeview,+IL+60455",(708) 563-1154,7125 S Ferdinand Ave,Bridgeview,60455
3636,Hazelcrest Assembly Church,"17801 Cicero AveCountry Club Hills, IL 60478","17801+Cicero+AveCountry+Club+Hills,+IL+60478",(708) 206-0110,17801 Cicero Ave,Country Club Hills,60478
3637,Oak Glen United Reformed Church,"2244 Indiana AveLansing, IL 60438","2244+Indiana+AveLansing,+IL+60438",(708) 474-9576,2244 Indiana Ave,Lansing,60438
3638,Peace Protestant Reformed Church,"18423 Stony Island AveLansing, IL 60438","18423+Stony+Island+AveLansing,+IL+60438",(708) 418-0210,18423 Stony Island Ave,Lansing,60438
3639,Saint Johns United Church Of Christ,"4500 Prescott AveLyons, IL 60534","4500+Prescott+AveLyons,+IL+60534",(708) 447-0309,4500 Prescott Ave,Lyons,60534
3640,Lansing Presbyterian Church,"2625 Ridge RdLansing, IL 60438","2625+Ridge+RdLansing,+IL+60438",(708) 474-2710,2625 Ridge Rd,Lansing,60438
3641,Friends Four Life Convenant,"1751 Cornell RdFlossmoor, IL 60422","1751+Cornell+RdFlossmoor,+IL+60422",(708) 799-6717,1751 Cornell Rd,Flossmoor,60422
3642,St John Lutheran School,"18100 Wentworth AveLansing, IL 60438","18100+Wentworth+AveLansing,+IL+60438",(708) 895-9280,18100 Wentworth Ave,Lansing,60438
3643,Cornerstone Community Church,"9008 Fairview AveBrookfield, IL 60513","9008+Fairview+AveBrookfield,+IL+60513",(708) 485-8730,9008 Fairview Ave,Brookfield,60513
3644,Living Word Lutheran Church,"16301 Wolf RdOrland Park, IL 60467","16301+Wolf+RdOrland+Park,+IL+60467",(708) 403-9673,16301 Wolf Rd,Orland Park,60467
3645,Union Evangelistic Baptist Church,"1625 Center AveChicago Heights, IL 60411","1625+Center+AveChicago+Heights,+IL+60411",(708) 757-5153,1625 Center Ave,Chicago Heights,60411
3646,Village UCC,"1150 Meadowcrest RdLa Grange Park, IL 60526","1150+Meadowcrest+RdLa+Grange+Park,+IL+60526",(708) 354-0900,1150 Meadowcrest Rd,La Grange Park,60526
3647,Broadview 7th Day Adventist Church,"3101 S 25th AveBroadview, IL 60155","3101+S+25th+AveBroadview,+IL+60155",(708) 865-9731,3101 S 25th Ave,Broadview,60155
3648,Union Church Of Hinsdale,"137 S Garfield StHinsdale, IL 60521","137+S+Garfield+StHinsdale,+IL+60521",(630) 323-4303,137 S Garfield St,Hinsdale,60521
3649,Unitarian Church,"17 W Maple StHinsdale, IL 60521","17+W+Maple+StHinsdale,+IL+60521",(630) 323-2885,17 W Maple St,Hinsdale,60521
3650,Divine Infant Church,"1650 Newcastle AveWestchester, IL 60154","1650+Newcastle+AveWestchester,+IL+60154",(708) 865-8071,1650 Newcastle Ave,Westchester,60154
3651,Westchester Christian School,"10600 W Cermak RdWestchester, IL 60154","10600+W+Cermak+RdWestchester,+IL+60154",(708) 562-3040,10600 W Cermak Rd,Westchester,60154
3652,Jw James Memorial A M E Church,"907 S 6th AveMaywood, IL 60153","907+S+6th+AveMaywood,+IL+60153",(708) 681-4628,907 S 6th Ave,Maywood,60153
3653,Life Changing Freedom Ministries,"7801 Cicero AveCountry Club Hills, IL 60478","7801+Cicero+AveCountry+Club+Hills,+IL+60478",(708) 206-0158,7801 Cicero Ave,Country Club Hills,60478
3654,Word of The World Ministries,"835 S Halsted StChicago Heights, IL 60411","835+S+Halsted+StChicago+Heights,+IL+60411",(708) 833-7544,835 S Halsted St,Chicago Heights,60411
3655,Presbyterian Church,"5250 Wolf RdWestern Springs, IL 60558","5250+Wolf+RdWestern+Springs,+IL+60558",(708) 246-5220,5250 Wolf Rd,Western Springs,60558
3656,St Patricia,"8600 W 89th StHickory Hills, IL 60457","8600+W+89th+StHickory+Hills,+IL+60457",(708) 598-5232,8600 W 89th St,Hickory Hills,60457
3657,First Presbyterian Church,"17929 Gottschalk AveHomewood, IL 60430","17929+Gottschalk+AveHomewood,+IL+60430",(708) 798-0490,17929 Gottschalk Ave,Homewood,60430
3658,Peace Memorial Church UCC,"10320 Village Circle DrPalos Park, IL 60464","10320+Village+Circle+DrPalos+Park,+IL+60464",(708) 448-7833,10320 Village Circle Dr,Palos Park,60464
3659,House of Prayer for All Nation Ministries,"400 Park AveCalumet City, IL 60409","400+Park+AveCalumet+City,+IL+60409",(708) 868-0324,400 Park Ave,Calumet City,60409
3660,All Nations Community Church,"18620 Kedzie AveHomewood, IL 60430","18620+Kedzie+AveHomewood,+IL+60430",(708) 799-6910,18620 Kedzie Ave,Homewood,60430
3661,First United Methodist Church,"100 W Cossitt AveLa Grange, IL 60525","100+W+Cossitt+AveLa+Grange,+IL+60525",(708) 352-1250,100 W Cossitt Ave,La Grange,60525
3662,Calvary Baptist Church,"241 E 15th StChicago Heights, IL 60411","241+E+15th+StChicago+Heights,+IL+60411",(708) 757-7710,241 E 15th St,Chicago Heights,60411
3663,Western Springs Baptist Church,"4475 Wolf RdWestern Springs, IL 60558","4475+Wolf+RdWestern+Springs,+IL+60558",(708) 246-1530,4475 Wolf Rd,Western Springs,60558
3664,Chinese Christian Mandarin Church,"9s565 Clarendon Hills RdWillowbrook, IL 60527","9s565+Clarendon+Hills+RdWillowbrook,+IL+60527",(630) 655-1148,9s565 Clarendon Hills Rd,Willowbrook,60527
3665,Faith United Methodist Church,"15101 S 80th AveOrland Park, IL 60462","15101+S+80th+AveOrland+Park,+IL+60462",(708) 444-8560,15101 S 80th Ave,Orland Park,60462
3666,Joy Fellowship Baptist Church,"2025 175th St Ste 100Lansing, IL 60438","2025+175th+St+Ste+100Lansing,+IL+60438",(708) 418-8920,2025 175th St Ste 100,Lansing,60438
3667,First Baptist Church,"3440 178th StLansing, IL 60438","3440+178th+StLansing,+IL+60438",(708) 474-5400,3440 178th St,Lansing,60438
3668,St Ann School,"3014 Ridge RdLansing, IL 60438","3014+Ridge+RdLansing,+IL+60438",(708) 895-1661,3014 Ridge Rd,Lansing,60438
3669,Living Word,"7600 Roosevelt RdForest Park, IL 60130","7600+Roosevelt+RdForest+Park,+IL+60130",(708) 697-5300,7600 Roosevelt Rd,Forest Park,60130
3670,Garden of Prayer,"2001 S 17th AveBroadview, IL 60155","2001+S+17th+AveBroadview,+IL+60155",(708) 681-1568,2001 S 17th Ave,Broadview,60155
3671,Harvest Time Worship Center Cogic,"21940 Richton RdRichton Park, IL 60471","21940+Richton+RdRichton+Park,+IL+60471",(708) 898-1379,21940 Richton Rd,Richton Park,60471
3672,Emmanuel Temple-West Chester,"1401 Newcastle AveWestchester, IL 60154","1401+Newcastle+AveWestchester,+IL+60154",(708) 938-5666,1401 Newcastle Ave,Westchester,60154
3673,St Lawrence Otoole School,"4101 Saint Lawrence AveMatteson, IL 60443","4101+Saint+Lawrence+AveMatteson,+IL+60443",(708) 748-6090,4101 Saint Lawrence Ave,Matteson,60443
3674,Our Lady of Peace,"709 Plainfield RdDarien, IL 60561","709+Plainfield+RdDarien,+IL+60561",(630) 325-9220,709 Plainfield Rd,Darien,60561
3675,Power & Light Evangelistic Church,"16515 S Park AveSouth Holland, IL 60473","16515+S+Park+AveSouth+Holland,+IL+60473",(708) 331-9834,16515 S Park Ave,South Holland,60473
3676,Hillcrest Baptist Church SBC,"17300 Crawford AveCountry Club Hills, IL 60478","17300+Crawford+AveCountry+Club+Hills,+IL+60478",(708) 799-8300,17300 Crawford Ave,Country Club Hills,60478
3677,Peace Missionary Baptist Church,"1529 Ellis AveFord Heights, IL 60411","1529+Ellis+AveFord+Heights,+IL+60411",(708) 757-6776,1529 Ellis Ave,Ford Heights,60411
3678,Community Presbyterian Church,"39 N Prospect AveClarendon Hills, IL 60514","39+N+Prospect+AveClarendon+Hills,+IL+60514",(630) 323-6522,39 N Prospect Ave,Clarendon Hills,60514
3679,Argo Temple Church Of God In Christ,"7435 W 64th StSummit Argo, IL 60501","7435+W+64th+StSummit+Argo,+IL+60501",(708) 458-2126,7435 W 64th St,Summit Argo,60501
3680,Jehovah's Witnesses,"17911 Crawford AveHomewood, IL 60430","17911+Crawford+AveHomewood,+IL+60430",(708) 799-9850,17911 Crawford Ave,Homewood,60430
3681,St John The Fore Runner Greek Orthodox Church,"8500 Archer AveWillow Springs, IL 60480","8500+Archer+AveWillow+Springs,+IL+60480",(708) 839-1934,8500 Archer Ave,Willow Springs,60480
3682,St Barbara Parish,"4008 Prairie AveBrookfield, IL 60513","4008+Prairie+AveBrookfield,+IL+60513",(708) 485-2900,4008 Prairie Ave,Brookfield,60513
3683,Bethel Christian Reformed Church,"3500 Glenwood Lansing RdLansing, IL 60438","3500+Glenwood+Lansing+RdLansing,+IL+60438",(708) 474-9226,3500 Glenwood Lansing Rd,Lansing,60438
3684,St Blase Church,"6101 S 75th AveSummit Argo, IL 60501","6101+S+75th+AveSummit+Argo,+IL+60501",(708) 458-0007,6101 S 75th Ave,Summit Argo,60501
3685,Saint Michael Orland Park School,"14327 Highland AveOrland Park, IL 60462","14327+Highland+AveOrland+Park,+IL+60462",(708) 349-0903,14327 Highland Ave,Orland Park,60462
3686,Lyonsville Congregational Church,"6871 Joliet RdIndian Head Park, IL 60525","6871+Joliet+RdIndian+Head+Park,+IL+60525",(708) 246-1255,6871 Joliet Rd,Indian Head Park,60525
3687,First Presbyterian Church,"900 Thomas StChicago Heights, IL 60411","900+Thomas+StChicago+Heights,+IL+60411",(708) 481-3754,900 Thomas St,Chicago Heights,60411
3688,Grace Episcopal Church,"120 E 1st StHinsdale, IL 60521","120+E+1st+StHinsdale,+IL+60521",(630) 323-4900,120 E 1st St,Hinsdale,60521
3689,Tinley Park Reformed Church,"16530 Ridgeland AveTinley Park, IL 60477","16530+Ridgeland+AveTinley+Park,+IL+60477",(708) 532-3494,16530 Ridgeland Ave,Tinley Park,60477
3690,United Christian Church,"4351 180th StCountry Club Hills, IL 60478","4351+180th+StCountry+Club+Hills,+IL+60478",(708) 798-0951,4351 180th St,Country Club Hills,60478
3691,St Panteleimon Orthodox Church,"7549 W 61st PlSummit Argo, IL 60501","7549+W+61st+PlSummit+Argo,+IL+60501",(708) 458-2575,7549 W 61st Pl,Summit Argo,60501
3692,Zion Evangelical Lutheran Church,"5865 S Archer RdSummit Argo, IL 60501","5865+S+Archer+RdSummit+Argo,+IL+60501",(708) 563-0777,5865 S Archer Rd,Summit Argo,60501
3693,New Life Ministries,"15 S Catherine AveLa Grange, IL 60525","15+S+Catherine+AveLa+Grange,+IL+60525",(708) 352-5435,15 S Catherine Ave,La Grange,60525
3694,Living Grace Church,"20100 Lakewood AveLynwood, IL 60411","20100+Lakewood+AveLynwood,+IL+60411",(708) 895-5690,20100 Lakewood Ave,Lynwood,60411
3695,River-Life Kingdom Ministries,"16842 Park AveHazel Crest, IL 60429","16842+Park+AveHazel+Crest,+IL+60429",(708) 335-4420,16842 Park Ave,Hazel Crest,60429
3696,Hillcrest Christian Church,"16540 S Park AveSouth Holland, IL 60473","16540+S+Park+AveSouth+Holland,+IL+60473",(708) 210-1932,16540 S Park Ave,South Holland,60473
3697,Settlage Craig A Rev,"8801 W 100th PlPalos Hills, IL 60465","8801+W+100th+PlPalos+Hills,+IL+60465",(708) 598-0700,8801 W 100th Pl,Palos Hills,60465
3698,New Beginning Full Gospel Ministries,"16440 Cottage Grove AveSouth Holland, IL 60473","16440+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 893-0924,16440 Cottage Grove Ave,South Holland,60473
3699,Chapel Of Praise,"15821 Greenwood RdSouth Holland, IL 60473","15821+Greenwood+RdSouth+Holland,+IL+60473",(708) 201-1192,15821 Greenwood Rd,South Holland,60473
3700,United Presbyterian Church,"16440 Cottage Grove AveSouth Holland, IL 60473","16440+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 333-0921,16440 Cottage Grove Ave,South Holland,60473
3701,St Patricia,"9050 S 86th AveHickory Hills, IL 60457","9050+S+86th+AveHickory+Hills,+IL+60457",(708) 598-5222,9050 S 86th Ave,Hickory Hills,60457
3702,St Patricia School,"9000 S 86th AveHickory Hills, IL 60457","9000+S+86th+AveHickory+Hills,+IL+60457",(708) 598-8200,9000 S 86th Ave,Hickory Hills,60457
3703,Word Of Knowledge Ministries,"16523 Cottage Grove AveSouth Holland, IL 60473","16523+Cottage+Grove+AveSouth+Holland,+IL+60473",(708) 218-8322,16523 Cottage Grove Ave,South Holland,60473
3704,Redeemer Lutheran Church,"651 E 166th StSouth Holland, IL 60473","651+E+166th+StSouth+Holland,+IL+60473",(708) 331-4100,651 E 166th St,South Holland,60473
3705,The Wayside Chapel,"12700 Southwest HwyPalos Park, IL 60464","12700+Southwest+HwyPalos+Park,+IL+60464",(708) 361-3650,12700 Southwest Hwy,Palos Park,60464
3706,Now Is The Time Ministry of Faith,"17117 Magnolia DrHazel Crest, IL 60429","17117+Magnolia+DrHazel+Crest,+IL+60429",(708) 335-9688,17117 Magnolia Dr,Hazel Crest,60429
3707,Lightpost Church,"15500 S 73rd AveOrland Park, IL 60462","15500+S+73rd+AveOrland+Park,+IL+60462",(708) 429-7090,15500 S 73rd Ave,Orland Park,60462
3708,Good Shepherd Lutheran Church,"16500 Woodlawn East AveSouth Holland, IL 60473","16500+Woodlawn+East+AveSouth+Holland,+IL+60473",(708) 331-7706,16500 Woodlawn East Ave,South Holland,60473
3709,Saint Lukes Orthodox Church,"10700 S Kean AvePalos Hills, IL 60465","10700+S+Kean+AvePalos+Hills,+IL+60465",(708) 974-1166,10700 S Kean Ave,Palos Hills,60465
3710,Christ Universal Temple of truth,"17302 Emerson AveHazel Crest, IL 60429","17302+Emerson+AveHazel+Crest,+IL+60429",(708) 825-9506,17302 Emerson Ave,Hazel Crest,60429
3711,Peace Christian Reformed Church,"833 E 168th StSouth Holland, IL 60473","833+E+168th+StSouth+Holland,+IL+60473",(708) 331-7755,833 E 168th St,South Holland,60473
3712,East Hazel Crest Bible Church,"1204 173rd StEast Hazel Crest, IL 60429","1204+173rd+StEast+Hazel+Crest,+IL+60429",(708) 798-6953,1204 173rd StEast ,Hazel Crest,60429
3713,Lady Myesha Intercessory Prayer Ministries,"17465 Eastgate DrCountry Club Hills, IL 60478","17465+Eastgate+DrCountry+Club+Hills,+IL+60478",(708) 612-9111,17465 Eastgate Dr,Country Club Hills,60478
3714,Look Up & Live International Ministries,"2750 175th StHazel Crest, IL 60429","2750+175th+StHazel+Crest,+IL+60429",(708) 335-7729,2750 175th St,Hazel Crest,60429
3715,Holy Ghost Rectory,"700 E 170th St Ste 1South Holland, IL 60473","700+E+170th+St+Ste+1South+Holland,+IL+60473",(708) 333-7011,700 E 170th St Ste 1,South Holland,60473
3716,Chicago Summit Church of The Nazarene,"7401 W 63rd StSummit Argo, IL 60501","7401+W+63rd+StSummit+Argo,+IL+60501",(708) 325-9229,7401 W 63rd St,Summit Argo,60501
3717,First Congregational United,"7438 W 62nd PlSummit Argo, IL 60501","7438+W+62nd+PlSummit+Argo,+IL+60501",(708) 458-9380,7438 W 62nd Pl,Summit Argo,60501
3718,Christ Community Church,"1151 E 170th StSouth Holland, IL 60473","1151+E+170th+StSouth+Holland,+IL+60473",(708) 331-8389,1151 E 170th St,South Holland,60473
3719,Word Of Faith Baptist Church,"4541 175th PlCountry Club Hills, IL 60478","4541+175th+PlCountry+Club+Hills,+IL+60478",(708) 798-0549,4541 175th Pl,Country Club Hills,60478
3720,Praise Alive Christian Center,"577 Price AveCalumet City, IL 60409","577+Price+AveCalumet+City,+IL+60409",(708) 862-7222,577 Price Ave,Calumet City,60409
3721,Stratford Christian Center Church,"17019 Kenwood AveSouth Holland, IL 60473","17019+Kenwood+AveSouth+Holland,+IL+60473",(708) 339-7169,17019 Kenwood Ave,South Holland,60473
3722,Saint Nicholas Church Rectory,"17624 Maple AveCountry Club Hills, IL 60478","17624+Maple+AveCountry+Club+Hills,+IL+60478",(708) 799-1023,17624 Maple Ave,Country Club Hills,60478
3723,First Pentecostal Community,"713 Burnham AveCalumet City, IL 60409","713+Burnham+AveCalumet+City,+IL+60409",(708) 933-6738,713 Burnham Ave,Calumet City,60409
3724,Thornton United Methodist Church,"712 Chicago RdThornton, IL 60476","712+Chicago+RdThornton,+IL+60476",(708) 877-5541,712 Chicago Rd,Thornton,60476
3725,New Hope Center,"519 N Kinzie PlThornton, IL 60476","519+N+Kinzie+PlThornton,+IL+60476",(708) 564-5039,519 N Kinzie Pl,Thornton,60476
3726,Community Prayer Circle,"831 Maple AveHomewood, IL 60430","831+Maple+AveHomewood,+IL+60430",(708) 357-0190,831 Maple Ave,Homewood,60430
3727,St Paul Lutheran Church,"508 Chicago RdThornton, IL 60476","508+Chicago+RdThornton,+IL+60476",(708) 877-6564,508 Chicago Rd,Thornton,60476
3728,Parish St Joseph Music Office,"18015 Dixie HwyHomewood, IL 60430","18015+Dixie+HwyHomewood,+IL+60430",(708) 798-8412,18015 Dixie Hwy,Homewood,60430
3729,Christian Faith Assembly,"2051 Ridge RdHomewood, IL 60430","2051+Ridge+RdHomewood,+IL+60430",(708) 365-6350,2051 Ridge Rd,Homewood,60430
3730,St Joseph,"5641 S 73rd AveSummit Argo, IL 60501","5641+S+73rd+AveSummit+Argo,+IL+60501",(708) 458-2927,5641 S 73rd Ave,Summit Argo,60501
3731,Calumet City Chiropractor,"1011 River Oaks DrCalumet City, IL 60409","1011+River+Oaks+DrCalumet+City,+IL+60409",(708) 891-5350,1011 River Oaks Dr,Calumet City,60409
3732,Christian Faith Assembly,"1818 Ridge RdHomewood, IL 60430","1818+Ridge+RdHomewood,+IL+60430",(708) 365-6219,1818 Ridge Rd,Homewood,60430
3733,Methodist Youth Services,"1248 River DrCalumet City, IL 60409","1248+River+DrCalumet+City,+IL+60409",(708) 868-8906,1248 River Dr,Calumet City,60409
3734,Copper Still,"1961 Ridge RdHomewood, IL 60430","1961+Ridge+RdHomewood,+IL+60430",(708) 960-0190,1961 Ridge Rd,Homewood,60430
3735,Evangelical Training Association,"1551 Regency CtCalumet City, IL 60409","1551+Regency+CtCalumet+City,+IL+60409",(708) 933-6491,1551 Regency Ct,Calumet City,60409
3736,Saint Emeric Catholic Church,"4330 180th StCountry Club Hills, IL 60478","4330+180th+StCountry+Club+Hills,+IL+60478",(708) 798-0757,4330 180th St,Country Club Hills,60478
3737,St. Andrew the Apostle Church,"331 155th PlCalumet City, IL 60409","331+155th+PlCalumet+City,+IL+60409",(708) 862-4143,331 155th Pl,Calumet City,60409
3738,Thorn Creek Reformed Church,"1875 E 170th StSouth Holland, IL 60473","1875+E+170th+StSouth+Holland,+IL+60473",(708) 474-4043,1875 E 170th St,South Holland,60473
3739,Davis Chapel Development Inc,"5735 S Archer RdSummit Argo, IL 60501","5735+S+Archer+RdSummit+Argo,+IL+60501",(708) 929-4065,5735 S Archer Rd,Summit Argo,60501
3740,Spanish Christian Church Summitt,"7400 W 55th PlSummit Argo, IL 60501","7400+W+55th+PlSummit+Argo,+IL+60501",(708) 458-1559,7400 W 55th Pl,Summit Argo,60501
3741,Zion Lutheran Church,"17100 69th AveTinley Park, IL 60477","17100+69th+AveTinley+Park,+IL+60477",(708) 532-1600,17100 69th Ave,Tinley Park,60477
3742,God's Little Academy,"18247 Crawford AveHomewood, IL 60430","18247+Crawford+AveHomewood,+IL+60430",(708) 798-2110,18247 Crawford Ave,Homewood,60430
3743,Cistarsian Fathers,"116 Hilton StWillow Springs, IL 60480","116+Hilton+StWillow+Springs,+IL+60480",(708) 467-0436,116 Hilton St,Willow Springs,60480
3744,B'nai Yehuda Beth Sholom,"1424 183rd StHomewood, IL 60430","1424+183rd+StHomewood,+IL+60430",(708) 799-4110,1424 183rd St,Homewood,60430
3745,F .W.C. Minstries,"2125 Parkview DrSouth Holland, IL 60473","2125+Parkview+DrSouth+Holland,+IL+60473",(708) 889-9910,2125 Parkview Dr,South Holland,60473
3746,Saint John's Lutheran Church,"4247 183rd StCountry Club Hills, IL 60478","4247+183rd+StCountry+Club+Hills,+IL+60478",(708) 798-4131,4247 183rd St,Country Club Hills,60478
